# generated by scripts/build_synonyms.py from WordNet — do not edit by hand
word	synonym	sense_rank
nubile	marriageable	0
nuclear	atomic	0
nuclei	karyon	0
nucleus	karyon	0
nudeness	nakedness	0
nudge	jog	0
nudism	naturism	0
nudist	naturist	0
nuisance	pain	1
null	void	0
nullification	override	1
nullifier	invalidator	1
nullify	annul	0
numb	asleep	0
number	figure	0
numberless	innumerous	0
numbing	blunt	0
numbly	insensibly	0
numbness	apathy	1
numerable	enumerable	0
numeral	number	0
numerate	enumerate	0
numeration	enumeration	1
numerical	mathematical	2
numerous	legion	0
numskull	bonehead	0
nuptial	spousal	0
nuptials	hymeneals	0
nurse	nanny	1
nursemaid	nanny	0
nursery	greenhouse	1
nurseryman	gardener	0
nurture	foster	0
nut	crank	4
nutcase	looney	0
nutcracker	nuthatch	1
nutcrackers	nuthatch	1
nuthouse	madhouse	0
nutlike	nutty	0
nutrient	food	0
nutrition	sustenance	1
nutritionist	dietician	0
nutritious	nourishing	0
nutty	wacky	1
nuzzle	nestle	0
nymph	houri	2
oaf	goon	0
oarsman	rower	0
oasis	haven	1
oath	curse	0
oatmeal	burgoo	0
obedience	obeisance	0
obediently	yieldingly	0
obese	weighty	0
obesity	fleshiness	0
obituary	necrology	0
object	target	1
objectify	exteriorize	0
objection	protest	2
objectionable	obnoxious	0
objectionably	offensively	0
objective	target	0
objector	protester	0
obligate	compel	0
obligation	responsibility	0
obligatorily	compulsorily	1
oblige	compel	0
obliged	compel	0
obliging	complaisant	0
obligingly	accommodatingly	0
oblique	devious	1
obliquely	sidelong	0
obliqueness	deviousness	1
obliterate	obscure	1
obliteration	annihilation	0
oblivion	limbo	0
oblivious	forgetful	1
obnoxious	objectionable	0
obnoxiously	offensively	0
obnoxiousness	hatefulness	0
oboe	hautboy	0
obscene	repulsive	1
obscenely	lewdly	1
obscenity	lewdness	0
obscure	vague	0
obscurer	vague	0
obscurity	abstruseness	0
observable	discernible	0
observably	perceptibly	0
observance	ceremonial	1
observantly	observingly	0
observation	reflection	2
observational	experimental	0
observatory	lookout	1
observe	discover	0
observer	beholder	0
observing	discover	0
obsess	haunt	0
obsessed	preoccupied	0
obsession	compulsion	0
obsolete	disused	0
obsoleteness	superannuation	0
obstacle	obstruction	0
obstetrician	accoucheur	0
obstinate	stubborn	0
obstruct	blockade	0
obstructer	resister	0
obstruction	impediment	0
obstructive	hindering	0
obstructively	hinderingly	0
obtain	receive	1
obtainable	procurable	0
obtainment	obtention	0
obtrude	intrude	1
obtrusive	noticeable	0
obtuse	purblind	2
obtusely	dumbly	0
obtuseness	dullness	0
obviously	apparently	0
obviousness	noticeability	0
occasion	juncture	0
occasional	episodic	1
occlusion	stoppage	3
occult	supernatural	0
occupancy	tenancy	0
occupant	resident	0
occupation	business	0
occupier	resident	0
occupy	reside	1
occur	pass	0
occurrence	happening	0
ocean	sea	1
oceanic	pelagic	0
oceanography	oceanology	0
octagonal	octangular	0
octopi	devilfish	1
octopus	devilfish	1
ocular	optic	0
odd	uneven	0
oddball	flake	0
oddity	oddness	0
oddly	curiously	0
oddness	oddity	1
odometer	hodometer	0
odor	aroma	0
odoriferous	perfumed	2
odorize	odourise	0
odorless	odourless	0
odorous	scented	2
off	away	0
offbeat	quirky	0
offence	umbrage	2
offend	breach	1
offended	breach	1
offender	wrongdoer	0
offense	discourtesy	0
offensive	violative	0
offensively	obnoxiously	1
offensiveness	distastefulness	0
offer	volunteer	2
offering	volunteer	2
offhanded	extempore	0
office	agency	1
officeholder	incumbent	1
officer	policeman	2
official	prescribed	3
officially	formally	1
officiate	function	1
offload	unlade	1
offset	countervail	0
offshoot	outgrowth	0
offshore	seaward	0
offspring	progeny	0
often	frequently	0
oftentimes	frequently	0
ogre	fiend	0
oil	crude	2
oiled	anoint	1
oiler	tanker	2
oiliness	greasiness	0
oilskin	slicker	0
oily	greasy	0
oink	squeal	0
ointment	salve	0
okay	alright	0
okra	gumbo	1
old	former	4
older	senior	0
omen	prodigy	0
ominous	sinister	0
omission	skip	0
omit	exclude	0
omnipotent	almighty	0
omnipresence	ubiquitousness	0
omnipresent	ubiquitous	0
once	formerly	2
one	single	0
oneness	unity	0
onionskin	flimsy	0
only	just	0
onset	oncoming	0
onshore	seaward	0
onslaught	onset	1
onward	forth	0
onwards	forwards	0
oomph	zing	1
ooze	seep	0
oozy	oozing	0
opacity	opaqueness	1
opalescent	pearlescent	0
opaque	unintelligible	1
opaqueness	opacity	0
open	spread	4
opener	undoer	1
openhanded	freehanded	0
openhandedness	munificence	0
openhearted	benevolent	0
opening	gap	0
openmouthed	popeyed	0
openness	nakedness	1
operable	usable	1
operate	run	0
operating	run	0
operation	surgery	5
operational	functional	1
operative	surgical	1
operator	manipulator	1
ophthalmologist	oculist	0
opinion	view	0
opossum	phalanger	0
opponent	opposite	0
opportunism	expedience	0
opportunistic	timeserving	0
opportunity	chance	0
opposable	apposable	0
oppose	defend	1
opposed	defend	1
opposing	opponent	0
opposite	paired	1
opposition	resistance	0
oppress	suppress	0
oppressed	laden	0
oppression	subjugation	0
oppressive	tyrannical	1
oppressiveness	burdensomeness	1
opt	prefer	0
optic	oculus	0
optical	ocular	1
optics	oculus	2
optimistic	affirmative	1
optimization	optimisation	0
option	choice	1
optometrist	oculist	0
opulent	princely	0
opulently	sumptuously	0
opus	composition	0
oracle	prophet	0
oral	unwritten	0
orator	speechmaker	0
orb	eyeball	0
orbit	arena	1
orbiter	satellite	0
orchestrate	mastermind	1
orchestration	instrumentation	1
ordain	enact	0
order	ordination	3
ordered	tell	0
orderliness	methodicalness	0
orderly	neat	1
ordinance	regulation	0
ordinarily	commonly	0
ordinariness	mundaneness	0
ordinary	average	1
ordination	ordering	1
ordnance	munition	0
oregano	marjoram	0
organ	harmonium	5
organic	constitutional	5
organism	being	0
organization	arrangement	1
organizational	organisational	0
organize	form	0
organized	form	0
organizer	arranger	0
orient	east	0
orientation	preference	3
orifice	opening	0
origin	source	0
originally	primitively	1
originate	uprise	0
origination	inception	0
originative	germinal	1
originator	conceiver	0
ornament	decoration	0
ornamental	decorative	0
ornamentation	embellishment	2
ornate	flowery	0
orneriness	cussedness	0
ornery	crotchety	0
orthopedic	orthopaedic	0
orthopedics	orthopaedics	0
orthopedist	orthopaedist	0
oscillate	vacillate	0
oscilloscope	cro	0
ostentatious	pretentious	0
ostentatiously	showily	0
ostracize	blackball	0
other	early	2
otherness	separateness	0
otherwise	differently	1
otherworldliness	spiritism	0
otherworldly	transcendental	0
ottoman	osmanli	0
oust	expel	0
out	away	2
outbound	outward	0
outbreak	eruption	0
outburst	blowup	0
outcast	castaway	0
outcome	result	0
outcry	shout	0
outdated	superannuated	0
outdo	surpass	0
outdoor	outside	0
outdoors	alfresco	0
outer	extinct	4
outermost	outmost	0
outerwear	overclothes	0
outfit	rig	1
outflank	outdo	1
outflow	leakage	0
outfox	overreach	1
outgoing	forthcoming	2
outgrowth	offshoot	0
outhouse	privy	0
outing	jaunt	0
outlander	noncitizen	0
outlandish	freakish	0
outlandishness	bizarreness	0
outlast	survive	0
outlaw	felon	0
outlay	disbursement	0
outlet	exit	2
outline	synopsis	1
outlined	sketch	0
outlive	survive	0
outlook	mentality	0
outmaneuver	outmanoeuvre	0
outmatch	outstrip	0
outmost	outermost	0
outperform	surmount	0
outpost	outstation	0
outpouring	outflow	0
output	yield	1
outrage	indignation	0
outraged	indignant	0
outrageous	hideous	0
outrageously	atrociously	1
outrageousness	exorbitance	0
outraging	scandalise	0
outrank	rank	0
outright	instantly	2
outscore	outpoint	0
outset	offset	0
outside	outdoors	0
outsider	foreigner	0
outsize	oversize	0
outsized	oversize	0
outskirt	fringe	0
outskirts	fringe	1
outsmart	outwit	0
outspoken	vocal	0
outspokenness	frankness	0
outspread	spread	0
outstanding	spectacular	1
outstandingly	remarkably	1
outwardly	externally	0
outweigh	outbalance	1
outwit	outsmart	0
outworn	fatigue	1
oval	elliptical	0
overabundance	surfeit	0
overabundant	plethoric	0
overact	ham	0
overactive	hyperactive	0
overalls	boilersuit	1
overbalance	preponderate	0
overbearing	dictatorial	0
overblown	pontifical	0
overcast	clouded	0
overcharge	surcharge	0
overcoat	topcoat	0
overcome	defeat	0
overcompensate	compensate	0
overconfidence	cocksureness	0
overconfident	cocksure	0
overcritical	hypercritical	0
overdo	exaggerate	0
overdone	exaggerate	0
overdraw	hyperbolize	1
overdrawn	overstate	1
overdress	overclothe	0
overdue	delinquent	0
overeat	engorge	0
overemotional	sloppy	0
overemphasize	overstress	0
overestimate	overrate	0
overestimation	overvaluation	0
overextend	overstrain	0
overflow	outpouring	0
overfull	glutted	0
overgenerous	munificent	0
overgrowth	giantism	0
overhand	oversewn	1
overhanging	beetle	1
overhasty	precipitant	0
overhaul	renovation	1
overheads	viewgraph	3
overhear	catch	0
overhung	beetle	1
overindulge	ingurgitate	0
overindulgence	excess	0
overlaid	cover	0
overlap	convergence	0
overlapping	lapping	0
overlay	sheathing	0
overleap	pretermit	2
overload	overburden	1
overlook	neglect	2
overlord	master	0
overly	excessively	0
overmodest	demure	0
overpass	flyover	0
overplay	ham	0
overpower	overwhelm	0
overpowering	overwhelm	0
overpoweringly	overwhelmingly	0
overprint	surprint	0
overprotect	fuss	0
overprotection	overshielding	0
overrate	overestimate	0
overrated	overestimate	0
overreach	outfox	1
overreaching	circumvent	1
override	nullification	1
overriding	predominant	0
overrule	overturn	0
overruling	overturn	0
overrun	infest	0
overrunning	infest	0
overseas	abroad	1
oversee	supervise	0
overseen	superintend	0
overseer	superintendent	0
overshadow	dominate	0
overshadowing	dominate	0
oversight	supervision	1
oversize	outsize	0
oversized	outsized	0
overspill	runoff	1
overstate	overdraw	0
overstatement	magnification	0
overstay	outstay	0
overstep	trespass	0
overstrain	overextend	1
overstress	overemphasize	0
overstretch	pull	0
oversupply	surfeit	0
overt	open	0
overtake	overhaul	1
overthrow	subvert	0
overtone	partial	1
overture	prelude	1
overturn	overrule	2
overvaluation	overappraisal	0
overvalue	overestimate	0
overweight	fleshy	0
overwhelm	overpower	0
overwhelmed	overcome	0
overwhelming	overpowering	0
overwhelmingly	irresistibly	0
overwork	exploit	1
overworked	exploit	1
overwrought	distraught	0
overzealous	fanatical	0
owing	owe	0
owl	hooter	0
own	have	0
owner	proprietor	0
ownerless	unowned	0
ownership	possession	1
oxen	cows	0
oxidation	oxidization	0
oxidization	oxidisation	0
oxygenate	aerate	0
oxygenating	aerate	0
oyster	huitre	1
pace	gait	0
paced	step	2
pacemaker	pacesetter	0
pacific	peaceable	2
pacification	mollification	0
pacifier	peacemaker	0
pacifism	passivism	0
pacifist	disarmer	0
pacify	placate	0
pack	bundle	2
package	bundle	0
packaging	publicity	1
packer	boxer	0
packet	bundle	0
pact	treaty	0
pad	tablet	0
padded	cushioned	0
padding	cushioning	0
paddled	dabble	1
paddlefish	duckbill	0
paddler	canoeist	0
paddling	dabble	1
padre	father	1
pagan	ethnic	0
paganism	heathenism	0
page	varlet	5
pager	beeper	0
paging	folio	1
pail	bucket	0
pain	hurting	0
pained	offended	0
painful	sore	1
painfully	distressingly	0
painfulness	distressingness	1
paining	ail	0
painkiller	analgesic	0
pains	strain	0
painstaking	scrupulous	0
painstakingly	fastidiously	0
painter	panther	3
painting	picture	0
pair	brace	0
paired	couple	0
pajama	pyjama	0
pajamas	pyjama	0
pal	buddy	0
palace	castle	0
palatability	palatableness	0
palatable	toothsome	0
pale	sick	1
paled	blanch	0
paleness	lividity	0
paleontological	palaeontological	0
paleontologist	palaeontologist	0
paleontology	palaeontology	0
paler	pallid	1
pales	blanch	0
palette	pallet	0
pallbearer	bearer	0
pallet	palette	0
palliative	mitigative	0
pallor	paleness	0
palm	thenar	0
palmed	handle	0
palpable	tangible	0
palpitate	quiver	1
palpitation	quivering	1
palsy	paralysis	0
paltry	trifling	0
pamper	coddle	0
pampered	coddle	0
pamperer	coddler	0
pampers	coddle	0
pamphlet	brochure	0
panache	flair	0
panama	sailor	1
pancake	flapjack	0
pandemonium	chaos	0
panderer	procurer	0
pane	zen	2
panel	jury	1
pang	stab	0
panic	terror	0
panicky	terrified	0
panning	trash	2
panorama	prospect	0
pansy	sissy	1
pant	trouser	1
panther	jaguar	0
panting	heave	0
pantomime	mime	0
pantry	buttery	0
pants	drawers	0
papa	pop	0
papaya	pawpaw	0
paper	report	1
paperback	softback	0
paperboard	posterboard	0
papered	wallpaper	1
papery	chartaceous	1
paprika	pimento	0
par	equation	1
parable	allegory	0
parachute	chute	0
paradigm	epitome	1
parading	exhibit	0
paradise	heaven	0
paragliding	parasailing	0
parakeet	parroket	0
parallelism	correspondence	0
paralysis	palsy	0
parameter	argument	2
paramount	overriding	0
paranormal	extrasensory	0
paraphernalia	appurtenance	0
paraphrase	rephrase	0
parasite	leech	1
parasitic	epenthetic	1
parasitical	leechlike	1
parcel	package	0
parch	sear	0
parched	scorched	0
parching	sear	0
parchment	sheepskin	1
pardon	forgiveness	0
pardoning	excuse	0
parentage	bloodline	2
parental	maternal	1
parentheses	digression	1
parenthesis	digression	1
parenting	nurture	0
parentless	unparented	0
pariah	castaway	0
paring	sliver	0
park	green	1
parka	windbreaker	0
parkway	drive	0
parliament	fantan	1
parochial	insular	1
parody	travesty	0
parole	password	1
parolee	probationer	0
parrotfish	pollyfish	0
part	portion	0
partake	share	1
partaker	sharer	0
parted	separate	0
partial	fond	2
partiality	fondness	0
participant	player	1
participate	enter	1
participation	involvement	0
particle	molecule	0
particular	peculiar	0
particularity	specialness	0
particularize	specialise	0
particularly	especially	0
particulars	specific	0
parting	farewell	0
partisanship	partiality	0
partition	divider	0
partitioned	zone	1
partitioning	segmentation	1
partner	mate	0
partook	share	1
partridge	tinamou	1
party	company	2
pass	surpass	1
passable	tolerable	1
passably	middling	0
passage	transition	0
passenger	rider	0
passing	surpass	1
passion	warmth	1
passionately	turbulently	1
passionless	emotionless	1
passive	inactive	0
passivism	pacificism	0
passkey	master	0
passover	pesach	0
passport	recommendation	2
password	parole	0
past	yesteryear	0
paste	spread	3
pasted	glue	0
pasteurization	pasteurisation	0
pastime	pursuit	0
pasting	glue	0
pastor	minister	0
pastoral	bucolic	1
pasture	forage	1
pastureland	lea	0
pasty	gummy	1
pat	tap	0
patch	spot	0
patchwork	hodgepodge	0
patella	kneecap	0
patently	plainly	0
paternal	maternal	2
paternity	fatherhood	1
path	way	0
pathetic	miserable	0
pathetically	pitiably	0
pathfinder	scout	0
pathless	untracked	0
pathogenic	infective	0
pathologic	diseased	0
pathological	diseased	2
pathologist	diagnostician	0
pathos	poignancy	0
pathway	tract	0
patience	forbearance	0
patio	terrace	0
patriarch	paterfamilias	1
patrimonial	transmissible	0
patrimony	birthright	1
patriot	nationalist	0
patriotic	loyal	0
patriotism	nationalism	0
patrolman	flatfoot	0
patron	frequenter	0
patronage	backing	0
patronize	sponsor	0
patronizing	condescending	0
patronizingly	patronisingly	0
patsy	chump	0
patter	spiel	0
pattern	shape	0
patterning	model	0
patty	cake	0
pause	suspension	0
pavement	paving	0
pavilion	marquee	0
paving	pave	0
paw	mitt	1
pawn	instrument	1
pay	give	1
payable	collectible	0
payback	vengeance	1
payer	remunerator	0
paying	give	1
payload	warhead	0
payment	defrayal	1
payoff	bribe	1
payroll	paysheet	0
peace	serenity	2
peaceable	pacific	2
peaceably	pacifically	0
peaceful	passive	1
peacefulness	peaceableness	0
peacemaker	pacifier	0
peach	dish	1
peachy	groovy	0
peak	bloom	1
peanut	goober	3
peanuts	earthnut	4
pearl	bone	1
pearlescent	opalescent	0
peasant	provincial	0
pebbly	shingly	0
peck	raft	0
pecked	beak	0
pecker	shaft	0
pectoral	pecs	0
peculiar	curious	0
peculiarity	specialness	1
peculiarly	curiously	1
pedal	treadle	1
pedantic	academic	0
peddle	pitch	0
peddler	pitchman	0
peddling	pitch	0
pedestal	base	0
pedestrian	walker	0
pediatric	paediatric	0
pediatrician	paediatrician	0
pediatrics	paediatrics	0
pedigree	ancestry	0
pedigreed	pureblood	0
pedophilia	paedophilia	0
pee	wee	0
peed	puddle	0
peek	peep	0
peekaboo	bopeep	0
peel	skin	0
peeled	skin	0
peeler	striptease	0
peeling	flake	1
peelings	shedding	0
peep	peek	1
peephole	spyhole	0
peer	equal	0
peerless	matchless	0
peeved	stung	0
peevish	fractious	0
peevishly	querulously	0
peewee	runt	0
peg	pin	1
pegged	nail	0
pellet	shot	1
pelt	fur	0
pelting	bombard	0
pelvis	hip	0
pen	playpen	2
penal	punishable	2
penalization	penalisation	0
penalize	punish	0
penalty	punishment	0
penance	repentance	0
pendant	chandelier	1
pendulous	drooping	0
penetrability	perviousness	0
penetrate	perforate	0
penetrating	piercing	0
penetration	incursion	0
penetrative	knifelike	0
penmanship	calligraphy	0
pennant	crown	0
penniless	pinched	0
pennilessness	penuriousness	0
penning	indite	0
penny	cent	1
pensive	musing	0
pensiveness	meditativeness	1
pentagonal	pentangular	0
pentagram	pentangle	0
peon	drudge	0
peony	paeony	0
people	citizenry	1
pepper	capsicum	1
peppiness	ginger	0
peppy	zippy	0
perceivable	apprehensible	1
perceive	comprehend	0
perceiver	percipient	0
perceiving	comprehend	0
percent	pct	0
percentage	portion	1
percentile	centile	0
perceptible	detectable	2
perceptibly	observably	0
perception	sensing	4
perceptiveness	discernment	1
perceptivity	insight	0
perch	pole	1
perchance	possibly	1
percolate	leach	0
percolation	infiltration	0
percussion	pleximetry	3
perennial	recurrent	2
perfect	complete	1
perfected	hone	0
perfecting	hone	0
perfection	flawlessness	0
perfectly	absolutely	0
perforate	penetrate	1
perforated	punctured	0
perform	execute	0
performance	execution	2
perfume	scent	0
perfumed	scented	0
perfunctory	cursory	0
perhaps	possibly	0
peril	jeopardy	0
perilous	precarious	0
perilously	hazardously	0
perimeter	border	0
period	flow	5
periodic	occasional	1
periodically	sporadically	0
periods	flow	5
periphery	fringe	0
perish	expire	0
perished	expire	0
perishing	decease	0
periwinkle	winkle	2
perk	perquisite	0
perkiness	buoyancy	0
perky	buoyant	0
perm	molotov	0
permanent	lasting	0
permeability	permeableness	0
permeate	pervade	0
permeation	pervasion	0
permissible	allowable	0
permissibly	allowably	0
permission	license	1
permissiveness	tolerance	0
permit	allow	0
permitted	allow	0
permutation	transposition	0
perpendicular	vertical	1
perpendicularity	orthogonality	0
perpendicularly	sheer	0
perpetrate	commit	0
perpetration	committal	0
perpetrator	culprit	0
perpetual	everlasting	0
perpetually	incessantly	1
perpetuation	prolongation	0
perpetuity	sempiternity	0
perplex	bewilder	0
perplexed	dumbfound	0
perplexedly	confoundedly	0
perplexing	puzzling	0
persecute	oppress	0
persecuting	oppress	0
persecutor	tormentor	0
perseverance	persistence	0
perseveration	persistence	1
persist	prevail	0
persistence	continuity	0
persistency	pertinacity	0
persistent	relentless	0
persisting	prevail	0
person	someone	0
persona	role	0
personalize	individualize	0
personification	prosopopoeia	1
personify	embody	1
personnel	force	0
perspective	position	0
perspiration	sudor	0
