# generated by scripts/build_vocab.py — do not edit by hand
word	class	concreteness	frequency	pos
deferrable	rare_long	1.88	0.0	#N/A
deficiently	rare_long	1.79	0.0	#N/A
defilement	rare_long	1.96	1.0	Noun
definability	rare_long	1.92	0.0	#N/A
definiteness	rare_long	2.00	0.0	#N/A
definitional	rare_long	1.40	0.0	#N/A
definitiveness	rare_long	1.39	0.0	#N/A
deflectable	rare_long	2.69	0.0	#N/A
deflective	rare_long	2.62	0.0	#N/A
defoliated	rare_long	3.16	0.0	#N/A
defoliation	rare_long	2.85	0.0	#N/A
degenerateness	rare_long	1.92	0.0	#N/A
degradable	rare_long	2.58	1.0	Adjective
degradedly	rare_long	1.71	0.0	#N/A
degradingly	rare_long	2.00	0.0	#N/A
dehumanize	rare_long	2.41	0.0	#N/A
dehumidification	rare_long	2.44	0.0	#N/A
dehumidifier	rare_long	4.67	0.0	#N/A
dehumidify	rare_long	2.81	0.0	#N/A
dehydrator	rare_long	4.48	0.0	#N/A
dejectedly	rare_long	1.62	0.0	#N/A
delectability	rare_long	1.77	0.0	#N/A
delectableness	rare_long	2.33	0.0	#N/A
delectably	rare_long	1.96	0.0	#N/A
deliberateness	rare_long	2.07	0.0	#N/A
deliberative	rare_long	1.50	0.0	#N/A
deliberatively	rare_long	1.88	0.0	#N/A
deliberator	rare_long	2.66	0.0	#N/A
delicateness	rare_long	2.00	0.0	#N/A
delightedly	rare_long	2.00	1.0	Adverb
delightfulness	rare_long	1.93	0.0	#N/A
delightsome	rare_long	1.76	0.0	#N/A
delinquently	rare_long	1.80	0.0	#N/A
deliriousness	rare_long	2.04	0.0	#N/A
deliverable	rare_long	2.89	1.0	Adjective
delocalize	rare_long	1.84	0.0	#N/A
deludingly	rare_long	1.76	0.0	#N/A
delusionary	rare_long	2.00	1.0	Adjective
delusively	rare_long	1.70	0.0	#N/A
demagnetization	rare_long	2.43	0.0	#N/A
demagnetizer	rare_long	3.62	0.0	#N/A
demandable	rare_long	2.04	0.0	#N/A
demandingly	rare_long	2.32	0.0	#N/A
dementedly	rare_long	1.54	1.0	Name
dementedness	rare_long	1.71	0.0	#N/A
demilitarization	rare_long	2.04	0.0	#N/A
demilitarize	rare_long	2.30	0.0	#N/A
demineralization	rare_long	2.11	1.0	Noun
demobilization	rare_long	2.19	1.0	Noun
demobilize	rare_long	2.43	0.0	#N/A
democratization	rare_long	1.37	0.0	#N/A
democratize	rare_long	1.80	1.0	Verb
demographer	rare_long	3.13	0.0	#N/A
demographical	rare_long	2.32	0.0	#N/A
demographically	rare_long	2.56	0.0	#N/A
demography	rare_long	2.64	0.0	#N/A
demolisher	rare_long	2.92	0.0	#N/A
demolishment	rare_long	2.22	0.0	#N/A
demolitionist	rare_long	3.56	0.0	#N/A
demonetize	rare_long	2.13	0.0	#N/A
demonstrability	rare_long	2.12	0.0	#N/A
demonstrational	rare_long	2.64	0.0	#N/A
demonstratively	rare_long	2.04	1.0	Adverb
demoralization	rare_long	2.11	1.0	Noun
demoralizer	rare_long	2.48	1.0	Noun
demureness	rare_long	1.70	0.0	#N/A
denaturalization	rare_long	2.00	1.0	Noun
denaturalize	rare_long	2.30	0.0	#N/A
denominate	rare_long	2.36	0.0	#N/A
denominational	rare_long	1.72	1.0	Adjective
denotation	rare_long	2.35	0.0	#N/A
denouncement	rare_long	2.36	0.0	#N/A
denunciate	rare_long	2.04	0.0	#N/A
denunciation	rare_long	2.04	0.0	#N/A
deodorization	rare_long	2.45	0.0	#N/A
deoxidization	rare_long	2.89	0.0	#N/A
deoxidizer	rare_long	2.85	0.0	#N/A
deoxygenate	rare_long	2.40	0.0	#N/A
departmentalism	rare_long	1.84	0.0	#N/A
departmentalize	rare_long	2.12	0.0	#N/A
departmentally	rare_long	2.11	1.0	Adverb
dependableness	rare_long	1.67	0.0	#N/A
dependably	rare_long	2.15	0.0	#N/A
dependently	rare_long	2.04	0.0	#N/A
depersonalize	rare_long	1.41	0.0	#N/A
deplorableness	rare_long	2.04	0.0	#N/A
deplorably	rare_long	1.83	1.0	Adverb
deploringly	rare_long	2.12	0.0	#N/A
deployable	rare_long	2.08	1.0	Adjective
depolarize	rare_long	1.80	0.0	#N/A
depoliticize	rare_long	1.71	0.0	#N/A
depopulation	rare_long	2.44	1.0	Noun
deportable	rare_long	2.38	0.0	#N/A
depositional	rare_long	1.61	0.0	#N/A
depravedness	rare_long	1.68	0.0	#N/A
deprecation	rare_long	1.75	0.0	#N/A
depreciable	rare_long	1.61	0.0	#N/A
depreciatingly	rare_long	1.96	0.0	#N/A
depreciative	rare_long	2.00	0.0	#N/A
depreciatively	rare_long	1.68	0.0	#N/A
depreciatory	rare_long	1.84	0.0	#N/A
depressible	rare_long	2.35	0.0	#N/A
depressively	rare_long	1.52	0.0	#N/A
depressiveness	rare_long	1.58	0.0	#N/A
deputyship	rare_long	3.25	0.0	#N/A
deregulate	rare_long	2.10	1.0	Verb
derisively	rare_long	1.52	0.0	#N/A
derisiveness	rare_long	2.17	0.0	#N/A
derivability	rare_long	1.70	0.0	#N/A
derivatively	rare_long	1.61	0.0	#N/A
dermatologic	rare_long	2.88	0.0	#N/A
derogative	rare_long	1.81	0.0	#N/A
derogatively	rare_long	1.79	0.0	#N/A
describable	rare_long	1.97	0.0	#N/A
descriptively	rare_long	1.74	0.0	#N/A
descriptiveness	rare_long	1.68	0.0	#N/A
descriptor	rare_long	2.05	1.0	Noun
desecrator	rare_long	3.00	1.0	Noun
desensitizer	rare_long	2.12	0.0	#N/A
desertedness	rare_long	1.96	0.0	#N/A
deservedness	rare_long	1.62	0.0	#N/A
deservingness	rare_long	1.35	0.0	#N/A
desexualize	rare_long	1.71	0.0	#N/A
designable	rare_long	2.19	0.0	#N/A
designative	rare_long	2.04	0.0	#N/A
designedly	rare_long	1.86	0.0	#N/A
desirableness	rare_long	1.92	0.0	#N/A
desirously	rare_long	1.75	0.0	#N/A
desolateness	rare_long	2.27	0.0	#N/A
desolating	rare_long	1.68	0.0	#N/A
despairingly	rare_long	1.82	0.0	#N/A
desperateness	rare_long	1.68	1.0	Noun
despicableness	rare_long	1.50	0.0	#N/A
despicably	rare_long	1.47	0.0	#N/A
despondently	rare_long	1.70	0.0	#N/A
dessertspoon	rare_long	4.43	0.0	#N/A
destabilization	rare_long	1.97	1.0	Noun
destituteness	rare_long	1.92	0.0	#N/A
destroyable	rare_long	2.30	0.0	#N/A
destructibility	rare_long	2.68	0.0	#N/A
destructible	rare_long	2.70	1.0	Adjective
destructionist	rare_long	2.18	0.0	#N/A
destructively	rare_long	2.33	0.0	#N/A
destructiveness	rare_long	2.16	0.0	#N/A
destructivity	rare_long	2.69	0.0	#N/A
detachability	rare_long	3.10	0.0	#N/A
detachably	rare_long	1.96	0.0	#N/A
detachedly	rare_long	1.48	0.0	#N/A
detachedness	rare_long	1.66	0.0	#N/A
detainable	rare_long	2.00	0.0	#N/A
detectably	rare_long	2.08	0.0	#N/A
detectible	rare_long	2.41	0.0	#N/A
deteriorative	rare_long	2.26	0.0	#N/A
determinability	rare_long	1.45	0.0	#N/A
determinable	rare_long	1.93	0.0	#N/A
determinably	rare_long	1.56	1.0	Adverb
determinate	rare_long	1.71	1.0	Adjective
determinately	rare_long	1.63	0.0	#N/A
determinative	rare_long	1.80	1.0	Adjective
determinedly	rare_long	1.93	1.0	Adverb
determinedness	rare_long	1.96	0.0	#N/A
determiner	rare_long	2.35	0.0	#N/A
detestability	rare_long	1.75	0.0	#N/A
detestably	rare_long	1.52	0.0	#N/A
detestation	rare_long	1.92	0.0	#N/A
detoxification	rare_long	2.50	1.0	Noun
detoxifier	rare_long	2.77	1.0	Noun
detractingly	rare_long	1.61	0.0	#N/A
detraction	rare_long	1.96	0.0	#N/A
detractive	rare_long	2.00	0.0	#N/A
detrimentally	rare_long	1.54	0.0	#N/A
devastative	rare_long	1.80	0.0	#N/A
developable	rare_long	1.79	0.0	#N/A
devilishness	rare_long	1.74	1.0	Noun
devitalized	rare_long	1.84	0.0	#N/A
devocalization	rare_long	1.72	0.0	#N/A
devolvement	rare_long	2.24	0.0	#N/A
devotedness	rare_long	1.63	0.0	#N/A
devotionally	rare_long	1.69	0.0	#N/A
devoutness	rare_long	1.93	1.0	Noun
dexterously	rare_long	2.59	0.0	#N/A
diabolicalness	rare_long	1.85	0.0	#N/A
diagnosable	rare_long	2.81	1.0	Adjective
diagnostically	rare_long	2.04	1.0	Adverb
dialectically	rare_long	1.84	0.0	#N/A
diametrically	rare_long	2.04	1.0	Adverb
dictatorially	rare_long	1.91	0.0	#N/A
differentially	rare_long	1.93	1.0	Adverb
differentiator	rare_long	2.70	0.0	#N/A
differentness	rare_long	2.16	0.0	#N/A
difficultly	rare_long	2.04	0.0	#N/A
difficultness	rare_long	1.90	0.0	#N/A
diffusedly	rare_long	1.70	0.0	#N/A
diffusible	rare_long	2.35	0.0	#N/A
digestibility	rare_long	2.35	0.0	#N/A
digestibly	rare_long	2.09	0.0	#N/A
digestively	rare_long	2.43	0.0	#N/A
digitalization	rare_long	2.64	1.0	Noun
digitalize	rare_long	2.23	1.0	Verb
dignifiedly	rare_long	2.15	0.0	#N/A
digressively	rare_long	1.65	0.0	#N/A
dilapidate	rare_long	3.20	0.0	#N/A
dilapidation	rare_long	2.72	1.0	Noun
diluteness	rare_long	2.39	0.0	#N/A
dimensionality	rare_long	1.92	1.0	Noun
dimensioned	rare_long	2.71	0.0	#N/A
dimensionless	rare_long	1.78	0.0	#N/A
diminishable	rare_long	2.10	0.0	#N/A
diminishingly	rare_long	2.24	0.0	#N/A
diminutively	rare_long	1.88	0.0	#N/A
dimwittedness	rare_long	2.25	1.0	Noun
dinnerless	rare_long	3.07	0.0	#N/A
directionally	rare_long	2.12	0.0	#N/A
directivity	rare_long	1.75	0.0	#N/A
directorially	rare_long	1.65	0.0	#N/A
disablement	rare_long	2.29	0.0	#N/A
disaccustomed	rare_long	1.61	0.0	#N/A
disadvantageous	rare_long	1.72	1.0	Adjective
disaffection	rare_long	1.68	0.0	#N/A
disaffiliate	rare_long	1.62	0.0	#N/A
disaffiliation	rare_long	1.48	0.0	#N/A
disagreeability	rare_long	1.70	0.0	#N/A
disagreeableness	rare_long	2.38	0.0	#N/A
disagreeably	rare_long	1.77	0.0	#N/A
disallowable	rare_long	1.52	0.0	#N/A
disallowance	rare_long	1.96	0.0	#N/A
disappointedly	rare_long	2.33	0.0	#N/A
disappointer	rare_long	2.45	0.0	#N/A
disappointingly	rare_long	1.83	0.0	#N/A
disapprover	rare_long	2.62	0.0	#N/A
disarmingly	rare_long	1.93	1.0	Adverb
disarrange	rare_long	2.33	1.0	Verb
disarrangement	rare_long	2.65	0.0	#N/A
disarticulate	rare_long	1.67	0.0	#N/A
disassociation	rare_long	1.70	0.0	#N/A
disbandment	rare_long	2.61	0.0	#N/A
disbelieving	rare_long	1.34	1.0	Verb
disbelievingly	rare_long	1.54	0.0	#N/A
disbursable	rare_long	1.96	0.0	#N/A
discernibleness	rare_long	1.89	0.0	#N/A
discernibly	rare_long	2.04	0.0	#N/A
discerningly	rare_long	1.42	0.0	#N/A
dischargeable	rare_long	2.70	0.0	#N/A
discharger	rare_long	2.74	0.0	#N/A
disciplinable	rare_long	1.91	0.0	#N/A
disciplinal	rare_long	2.15	0.0	#N/A
disciplinarily	rare_long	1.88	0.0	#N/A
discipliner	rare_long	2.88	0.0	#N/A
discography	rare_long	3.28	0.0	#N/A
discolorations	rare_long	3.59	1.0	Noun
discombobulate	rare_long	2.32	1.0	Verb
discomfortingly	rare_long	2.38	0.0	#N/A
disconcertedly	rare_long	1.52	0.0	#N/A
disconcertedness	rare_long	1.42	0.0	#N/A
disconcertingly	rare_long	1.56	0.0	#N/A
disconcertment	rare_long	1.96	0.0	#N/A
disconfirm	rare_long	1.61	1.0	Verb
disconnectedly	rare_long	1.79	0.0	#N/A
disconnectedness	rare_long	2.05	0.0	#N/A
discontentedly	rare_long	1.93	0.0	#N/A
discontentedness	rare_long	2.26	0.0	#N/A
discontenting	rare_long	1.62	0.0	#N/A
discontentment	rare_long	1.93	0.0	#N/A
discontinuance	rare_long	2.14	0.0	#N/A
discontinuation	rare_long	1.96	1.0	Noun
discontinuity	rare_long	2.07	0.0	#N/A
discontinuous	rare_long	2.40	0.0	#N/A
discontinuously	rare_long	2.04	0.0	#N/A
discountable	rare_long	1.89	0.0	#N/A
discounter	rare_long	2.36	0.0	#N/A
discourager	rare_long	2.35	0.0	#N/A
discouragingly	rare_long	1.52	0.0	#N/A
discourteousness	rare_long	1.72	0.0	#N/A
discoverability	rare_long	1.79	0.0	#N/A
discoverable	rare_long	2.25	0.0	#N/A
discreditable	rare_long	1.88	1.0	Adjective
discreetness	rare_long	2.15	0.0	#N/A
discrepantly	rare_long	1.62	0.0	#N/A
discreteness	rare_long	2.07	0.0	#N/A
discretional	rare_long	1.35	0.0	#N/A
discretionally	rare_long	1.44	0.0	#N/A
discriminately	rare_long	1.70	0.0	#N/A
discriminatingly	rare_long	1.76	0.0	#N/A
discriminative	rare_long	1.79	1.0	Adjective
discriminatively	rare_long	1.57	0.0	#N/A
discriminator	rare_long	2.24	1.0	Noun
discussable	rare_long	1.75	1.0	Adjective
discussible	rare_long	1.61	0.0	#N/A
disdainfully	rare_long	1.82	0.0	#N/A
disdainfulness	rare_long	1.85	0.0	#N/A
disembodiment	rare_long	2.32	1.0	Noun
disenchant	rare_long	1.76	0.0	#N/A
disenfranchise	rare_long	1.52	1.0	Verb
disentanglement	rare_long	2.22	0.0	#N/A
disestablish	rare_long	1.88	0.0	#N/A
disestablishment	rare_long	1.69	0.0	#N/A
disfiguration	rare_long	2.44	0.0	#N/A
disfigurer	rare_long	3.08	0.0	#N/A
disgracefulness	rare_long	1.62	0.0	#N/A
disgruntle	rare_long	2.67	0.0	#N/A
disgruntlement	rare_long	1.86	0.0	#N/A
disguisable	rare_long	2.07	0.0	#N/A
disguisedly	rare_long	2.25	0.0	#N/A
disgustedly	rare_long	2.15	1.0	Adverb
disgustful	rare_long	2.00	0.0	#N/A
disgustfully	rare_long	1.72	0.0	#N/A
disharmonic	rare_long	1.96	0.0	#N/A
disharmonize	rare_long	1.87	0.0	#N/A
dishearten	rare_long	1.68	1.0	Verb
dishearteningly	rare_long	1.93	0.0	#N/A
disheartenment	rare_long	1.69	0.0	#N/A
dishevelment	rare_long	2.54	1.0	Noun
dishonestly	rare_long	2.12	1.0	Adverb
dishonorableness	rare_long	1.48	0.0	#N/A
disimpassioned	rare_long	1.63	1.0	Adjective
disincentive	rare_long	2.07	0.0	#N/A
disincline	rare_long	1.88	0.0	#N/A
disinfector	rare_long	3.15	0.0	#N/A
disingenuously	rare_long	1.43	0.0	#N/A
disingenuousness	rare_long	1.80	0.0	#N/A
disinheritance	rare_long	2.35	1.0	Noun
disinterestedly	rare_long	1.86	0.0	#N/A
disinteresting	rare_long	1.73	0.0	#N/A
disintoxication	rare_long	2.32	0.0	#N/A
disjointedly	rare_long	1.97	0.0	#N/A
disjointedness	rare_long	2.25	0.0	#N/A
disjunction	rare_long	1.81	0.0	#N/A
dislikable	rare_long	1.79	0.0	#N/A
dislodgement	rare_long	3.29	0.0	#N/A
disloyally	rare_long	1.62	0.0	#N/A
dismalness	rare_long	1.65	0.0	#N/A
dismantler	rare_long	3.16	0.0	#N/A
dismayingly	rare_long	1.59	0.0	#N/A
dismissible	rare_long	1.70	1.0	Adjective
dismissingly	rare_long	1.85	0.0	#N/A
dismissiveness	rare_long	1.83	0.0	0
dismountable	rare_long	2.00	0.0	#N/A
disobediently	rare_long	2.14	0.0	#N/A
disorderedly	rare_long	2.28	0.0	#N/A
disorderliness	rare_long	2.42	0.0	#N/A
disorganizer	rare_long	2.62	0.0	#N/A
disownment	rare_long	1.61	0.0	#N/A
disparager	rare_long	2.36	0.0	#N/A
dispensational	rare_long	1.70	0.0	#N/A
dispensatory	rare_long	2.68	0.0	#N/A
dispersible	rare_long	2.43	0.0	#N/A
dispersive	rare_long	1.81	0.0	#N/A
dispiritedly	rare_long	1.80	0.0	#N/A
dispiritedness	rare_long	1.56	0.0	0
dispiriting	rare_long	1.54	0.0	#N/A
dispiritingly	rare_long	1.52	0.0	#N/A
displayable	rare_long	2.67	0.0	#N/A
displeasingly	rare_long	1.85	0.0	#N/A
disposability	rare_long	1.97	0.0	#N/A
dispossession	rare_long	2.04	0.0	#N/A
dispraisingly	rare_long	1.75	0.0	#N/A
disproportion	rare_long	2.74	0.0	#N/A
disproportional	rare_long	2.62	0.0	#N/A
disputability	rare_long	1.80	0.0	#N/A
disputable	rare_long	1.79	0.0	#N/A
disputably	rare_long	2.03	0.0	#N/A
disputative	rare_long	1.78	0.0	#N/A
disquieted	rare_long	1.60	0.0	#N/A
disregardful	rare_long	1.89	0.0	#N/A
disreputability	rare_long	1.76	0.0	#N/A
disreputableness	rare_long	1.40	0.0	#N/A
disreputably	rare_long	1.54	0.0	#N/A
disrespectable	rare_long	1.73	0.0	#N/A
disrobement	rare_long	3.58	1.0	Noun
disruptively	rare_long	2.00	0.0	#N/A
disruptiveness	rare_long	2.43	0.0	#N/A
dissatisfactory	rare_long	2.10	0.0	#N/A
dissatisfiedly	rare_long	1.81	0.0	#N/A
dissatisfy	rare_long	2.14	0.0	#N/A
dissectible	rare_long	3.08	0.0	#N/A
dissembler	rare_long	3.27	1.0	Noun
disserviceable	rare_long	1.86	0.0	#N/A
dissimilarly	rare_long	2.09	0.0	#N/A
dissimilation	rare_long	1.42	0.0	#N/A
dissoluble	rare_long	2.32	0.0	#N/A
dissolvable	rare_long	3.19	0.0	#N/A
distantness	rare_long	2.27	0.0	#N/A
distastefully	rare_long	1.81	0.0	#N/A
distastefulness	rare_long	2.00	0.0	#N/A
distempered	rare_long	2.37	1.0	Adjective
distillable	rare_long	2.74	0.0	#N/A
distinctively	rare_long	1.79	1.0	Adverb
distinctiveness	rare_long	2.18	1.0	Noun
distinctness	rare_long	2.00	0.0	#N/A
distinguishable	rare_long	2.48	1.0	Adjective
distinguishably	rare_long	2.00	0.0	#N/A
distinguisher	rare_long	1.87	0.0	#N/A
distinguishingly	rare_long	1.93	0.0	#N/A
distortedly	rare_long	1.90	0.0	#N/A
distortedness	rare_long	1.81	0.0	#N/A
distortional	rare_long	1.96	0.0	#N/A
distortive	rare_long	1.71	0.0	#N/A
distractedly	rare_long	1.57	0.0	#N/A
distractedness	rare_long	1.83	0.0	#N/A
distractibility	rare_long	1.96	0.0	#N/A
distractible	rare_long	2.28	0.0	#N/A
distractingly	rare_long	2.16	0.0	#N/A
distractive	rare_long	1.56	0.0	#N/A
distractively	rare_long	1.88	0.0	#N/A
distractor	rare_long	2.19	0.0	#N/A
distressful	rare_long	2.32	0.0	#N/A
distressfully	rare_long	2.15	0.0	#N/A
distressfulness	rare_long	1.76	0.0	#N/A
distributable	rare_long	2.00	1.0	Adjective
distributer	rare_long	3.26	1.0	Noun
distributional	rare_long	1.64	0.0	#N/A
distributive	rare_long	2.12	0.0	#N/A
distributiveness	rare_long	2.12	0.0	#N/A
distributorship	rare_long	2.64	1.0	Noun
distrustfully	rare_long	1.93	0.0	#N/A
distrustfulness	rare_long	1.50	0.0	#N/A
ditchwater	rare_long	4.61	0.0	#N/A
divergently	rare_long	2.23	0.0	#N/A
diverseness	rare_long	1.67	0.0	#N/A
diversifiable	rare_long	1.65	0.0	#N/A
diversifier	rare_long	2.13	0.0	#N/A
dividedness	rare_long	1.85	0.0	#N/A
divineness	rare_long	1.84	0.0	#N/A
divisibility	rare_long	1.81	1.0	Noun
divisionally	rare_long	1.84	0.0	#N/A
divisionary	rare_long	2.07	0.0	#N/A
divisively	rare_long	1.96	0.0	#N/A
divulgement	rare_long	1.74	0.0	#N/A
divulgence	rare_long	1.73	0.0	#N/A
dockworker	rare_long	4.55	1.0	Noun
doggedness	rare_long	2.04	0.0	#N/A
dolefulness	rare_long	1.69	0.0	#N/A
dollarfish	rare_long	4.62	0.0	#N/A
domestication	rare_long	1.64	0.0	#N/A
domesticator	rare_long	2.86	0.0	#N/A
dominantly	rare_long	2.07	0.0	#N/A
dominatingly	rare_long	2.00	0.0	#N/A
dominative	rare_long	2.48	0.0	#N/A
doorhandle	rare_long	4.82	0.0	#N/A
doubleclick	rare_long	3.78	0.0	#N/A
doubtfully	rare_long	1.93	1.0	Adverb
doubtfulness	rare_long	1.81	0.0	#N/A
doubtingly	rare_long	1.96	0.0	#N/A
doubtlessness	rare_long	1.55	0.0	#N/A
downfallen	rare_long	2.24	0.0	#N/A
downheartedly	rare_long	1.90	0.0	#N/A
downheartedness	rare_long	2.12	0.0	#N/A
downloadable	rare_long	3.07	1.0	Adjective
downrightness	rare_long	1.59	0.0	#N/A
downwardness	rare_long	2.83	0.0	#N/A
draftiness	rare_long	2.00	0.0	#N/A
draftsmanship	rare_long	2.20	0.0	#N/A
draftswoman	rare_long	3.86	0.0	#N/A
dreadfulness	rare_long	1.59	0.0	#N/A
dreaminess	rare_long	1.60	0.0	#N/A
dreamingly	rare_long	2.07	0.0	#N/A
dreamlessly	rare_long	1.85	0.0	#N/A
dreamlessness	rare_long	1.96	0.0	#N/A
dreamworld	rare_long	2.21	1.0	Noun
dreariness	rare_long	2.42	0.0	#N/A
dressiness	rare_long	2.42	0.0	#N/A
drinkability	rare_long	2.92	0.0	#N/A
driverless	rare_long	3.22	0.0	#N/A
driveshaft	rare_long	4.50	0.0	#N/A
droopingly	rare_long	2.75	0.0	#N/A
drudgingly	rare_long	1.96	0.0	#N/A
drycleaner	rare_long	4.81	0.0	#N/A
dubiousness	rare_long	1.57	0.0	#N/A
duplicable	rare_long	2.19	0.0	#N/A
duplicator	rare_long	3.52	1.0	Noun
durableness	rare_long	2.36	0.0	#N/A
durational	rare_long	1.67	0.0	#N/A
dwarfishly	rare_long	2.75	0.0	#N/A
dwarfishness	rare_long	3.12	0.0	#N/A
dynamically	rare_long	1.90	0.0	#N/A
dynamistic	rare_long	1.60	0.0	#N/A
dynastically	rare_long	1.56	0.0	#N/A
earsplitting	rare_long	2.50	0.0	#N/A
earthiness	rare_long	2.17	0.0	#N/A
earthliness	rare_long	2.04	0.0	#N/A
earthmover	rare_long	3.39	0.0	#N/A
earthwards	rare_long	2.92	0.0	#N/A
easternmost	rare_long	2.96	1.0	Adjective
eastwardly	rare_long	2.86	0.0	#N/A
eclectically	rare_long	2.16	0.0	#N/A
econometrics	rare_long	2.15	0.0	#N/A
ecospecies	rare_long	2.84	0.0	#N/A
ecotourism	rare_long	2.30	0.0	#N/A
edibleness	rare_long	2.71	0.0	#N/A
editorship	rare_long	2.14	1.0	Noun
educability	rare_long	2.04	0.0	#N/A
educationalist	rare_long	3.54	0.0	#N/A
effectible	rare_long	1.64	0.0	#N/A
effectually	rare_long	1.80	0.0	#N/A
effeminateness	rare_long	2.23	0.0	#N/A
efflorescent	rare_long	2.79	0.0	#N/A
effusively	rare_long	1.52	1.0	Adverb
egocentricity	rare_long	1.81	0.0	#N/A
egocentrism	rare_long	1.59	0.0	#N/A
egoistical	rare_long	1.44	0.0	#N/A
egoistically	rare_long	1.64	0.0	#N/A
egotistically	rare_long	1.52	0.0	#N/A
egregiousness	rare_long	1.58	0.0	#N/A
elaborateness	rare_long	2.32	0.0	#N/A
elaborative	rare_long	2.19	0.0	#N/A
elaborator	rare_long	2.63	0.0	#N/A
elastically	rare_long	2.96	0.0	#N/A
elasticize	rare_long	2.39	0.0	#N/A
elatedness	rare_long	2.39	0.0	#N/A
electability	rare_long	1.86	1.0	Noun
electioneer	rare_long	3.80	0.0	#N/A
electively	rare_long	1.96	0.0	#N/A
electiveness	rare_long	1.54	0.0	#N/A
electorally	rare_long	1.48	0.0	#N/A
electrifiable	rare_long	2.28	0.0	#N/A
electrochemist	rare_long	3.83	1.0	Noun
electrochemistry	rare_long	3.22	1.0	Noun
electrolytic	rare_long	2.62	0.0	#N/A
electromotive	rare_long	2.44	0.0	#N/A
electronegative	rare_long	2.08	0.0	#N/A
electroplate	rare_long	4.04	1.0	Noun
electroscope	rare_long	4.61	0.0	#N/A
electroscopic	rare_long	2.88	0.0	#N/A
electrostatics	rare_long	2.85	1.0	Noun
electrosurgical	rare_long	3.29	0.0	#N/A
electrotherapy	rare_long	3.60	1.0	Noun
elementally	rare_long	1.71	1.0	Adverb
elfishness	rare_long	1.62	0.0	#N/A
eliminatory	rare_long	1.96	0.0	#N/A
elliptically	rare_long	2.79	0.0	#N/A
elusiveness	rare_long	1.71	0.0	#N/A
emaciation	rare_long	3.09	0.0	#N/A
emancipationist	rare_long	2.85	1.0	Noun
emasculation	rare_long	1.96	1.0	Noun
emasculator	rare_long	2.22	0.0	#N/A
embalmment	rare_long	3.89	0.0	#N/A
embarrassedly	rare_long	1.85	0.0	#N/A
embattlement	rare_long	2.90	0.0	#N/A
embellisher	rare_long	2.88	0.0	#N/A
embossment	rare_long	3.41	0.0	#N/A
embroiderer	rare_long	4.00	0.0	#N/A
embryological	rare_long	2.64	0.0	#N/A
embryology	rare_long	2.23	1.0	Noun
emergently	rare_long	1.71	0.0	#N/A
emotionalist	rare_long	1.62	0.0	#N/A
emotionality	rare_long	1.96	1.0	Noun
emotionalize	rare_long	1.54	0.0	#N/A
emotiveness	rare_long	1.62	0.0	#N/A
empathically	rare_long	1.86	0.0	#N/A
emperorship	rare_long	2.96	0.0	#N/A
employability	rare_long	1.85	0.0	#N/A
emulsifier	rare_long	3.54	0.0	#N/A
enablement	rare_long	1.88	1.0	Noun
encapsulation	rare_long	2.41	0.0	#N/A
encompassment	rare_long	2.32	0.0	#N/A
encourager	rare_long	2.70	1.0	Noun
encouragingly	rare_long	1.86	0.0	#N/A
encumbrance	rare_long	2.17	1.0	Noun
endearingly	rare_long	1.80	0.0	#N/A
endlessness	rare_long	1.46	1.0	Noun
endorsable	rare_long	1.75	0.0	#N/A
endurableness	rare_long	1.65	0.0	#N/A
enduringly	rare_long	1.54	0.0	#N/A
enduringness	rare_long	1.88	0.0	#N/A
enforceability	rare_long	1.86	0.0	#N/A
enfranchisement	rare_long	1.95	1.0	Noun
engagingly	rare_long	1.73	0.0	#N/A
engagingness	rare_long	1.60	0.0	#N/A
engineless	rare_long	4.08	0.0	#N/A
engorgement	rare_long	2.73	1.0	Noun
engrossingly	rare_long	2.36	0.0	#N/A
engrossment	rare_long	2.35	0.0	#N/A
engulfment	rare_long	2.69	0.0	#N/A
enigmatically	rare_long	1.52	0.0	#N/A
enjoyableness	rare_long	1.78	0.0	#N/A
enlargeable	rare_long	3.04	0.0	#N/A
enlightener	rare_long	2.73	0.0	#N/A
enormousness	rare_long	2.71	1.0	Noun
enragement	rare_long	2.03	0.0	#N/A
ensnarement	rare_long	2.44	0.0	#N/A
entangling	rare_long	2.38	0.0	#N/A
enterprisingly	rare_long	2.04	0.0	#N/A
entertainingly	rare_long	1.84	1.0	Adverb
enthrallingly	rare_long	1.89	0.0	#N/A
enthrallment	rare_long	2.18	0.0	#N/A
enthralment	rare_long	2.13	0.0	#N/A
enticingly	rare_long	1.76	0.0	#N/A
entireness	rare_long	2.12	0.0	#N/A
entranceway	rare_long	4.30	1.0	Noun
entrancingly	rare_long	1.62	0.0	#N/A
entrenchment	rare_long	2.32	0.0	#N/A
entrepreneurship	rare_long	2.00	0.0	#N/A
entrustment	rare_long	2.00	0.0	#N/A
entwinement	rare_long	3.26	0.0	#N/A
enumeration	rare_long	2.83	1.0	Noun
enumerative	rare_long	1.93	0.0	#N/A
enunciator	rare_long	2.75	0.0	#N/A
envelopment	rare_long	2.85	0.0	#N/A
enviousness	rare_long	1.69	0.0	#N/A
enzymologist	rare_long	3.62	0.0	#N/A
epidemical	rare_long	2.12	0.0	#N/A
epidemically	rare_long	2.26	0.0	#N/A
episodically	rare_long	1.85	0.0	#N/A
