# generated by scripts/build_vocab.py — do not edit by hand
word	class	concreteness	frequency	pos
vanquishing	abstract	1.92	68.0	Adjective
vantage	abstract	1.93	39.0	Noun
variability	abstract	1.88	2.0	Noun
variance	abstract	1.84	19.0	Noun
variously	abstract	1.81	3.0	Adverb
vary	abstract	1.93	47.0	Verb
varyingly	abstract	1.75	4.0	Adverb
vastly	abstract	1.93	26.0	Adverb
veganism	abstract	1.60	1.0	Noun
vehement	abstract	1.92	6.0	Adjective
vehemently	abstract	1.72	12.0	Adverb
venerable	abstract	1.74	14.0	Adjective
venerably	abstract	1.67	0.0	#N/A
veneration	abstract	1.65	2.0	Noun
veracious	abstract	1.96	0.0	#N/A
veracity	abstract	1.50	21.0	Noun
verbalism	abstract	1.54	0.0	#N/A
verbatim	abstract	1.78	17.0	Adverb
verbose	abstract	1.88	6.0	Adjective
verbosely	abstract	1.69	0.0	#N/A
verifiable	abstract	1.75	6.0	Adjective
veritable	abstract	1.82	50.0	Adjective
versatility	abstract	1.69	8.0	Noun
versed	abstract	1.96	56.0	Verb
version	abstract	1.70	828.0	Noun
versus	abstract	1.86	411.0	Preposition
vex	abstract	2.00	10.0	Verb
vexingly	abstract	1.72	0.0	#N/A
viability	abstract	1.93	9.0	Noun
viable	abstract	1.62	121.0	Adjective
vibe	abstract	1.89	266.0	Noun
vicarious	abstract	1.33	13.0	Adjective
vicariously	abstract	1.48	31.0	Adverb
viciousness	abstract	1.81	6.0	Noun
victimization	abstract	1.90	10.0	Noun
victimless	abstract	1.78	19.0	Adjective
vigilantly	abstract	1.62	2.0	Adverb
vileness	abstract	1.59	1.0	Noun
villainy	abstract	2.00	15.0	Noun
vindicate	abstract	1.71	6.0	Verb
vindication	abstract	1.60	22.0	Noun
vindictiveness	abstract	1.68	6.0	Noun
violate	abstract	1.88	122.0	Verb
violently	abstract	1.90	95.0	Adverb
virility	abstract	1.85	27.0	Noun
virtually	abstract	2.00	209.0	Adverb
virtue	abstract	1.62	263.0	Noun
virtuosity	abstract	1.72	9.0	Noun
virtuous	abstract	1.68	88.0	Adjective
vital	abstract	1.93	396.0	Adjective
vitalism	abstract	1.52	1.0	Noun
vitality	abstract	1.78	34.0	Noun
vitalize	abstract	1.93	0.0	#N/A
vitally	abstract	1.30	22.0	Adverb
vividly	abstract	1.96	26.0	Adverb
voguish	abstract	1.84	0.0	#N/A
voidable	abstract	1.65	0.0	#N/A
volition	abstract	1.68	15.0	Noun
voluntarily	abstract	1.83	100.0	Adverb
voracious	abstract	1.74	17.0	Adjective
vulgar	abstract	1.97	167.0	Adjective
vulgarize	abstract	2.00	0.0	#N/A
vulgarly	abstract	2.00	1.0	Adverb
vulnerable	abstract	2.00	437.0	Adjective
wackiness	abstract	2.00	2.0	Noun
wacky	abstract	2.00	164.0	Adjective
wakefulness	abstract	2.00	4.0	Noun
wannabe	abstract	1.85	64.0	Noun
want	abstract	1.93	140718.0	Verb
wanting	abstract	2.00	1251.0	Verb
wantonly	abstract	1.40	10.0	Adverb
wariness	abstract	1.73	2.0	Noun
warmhearted	abstract	1.90	4.0	Adjective
warranted	abstract	1.93	19.0	Verb
wary	abstract	1.82	38.0	Adjective
wasteful	abstract	1.97	30.0	Adjective
ways	abstract	2.00	2633.0	Noun
waywardly	abstract	1.79	0.0	#N/A
wearily	abstract	2.00	3.0	Adverb
wearisome	abstract	1.96	0.0	#N/A
wearying	abstract	1.88	3.0	Verb
weightily	abstract	1.77	0.0	#N/A
weird	abstract	1.59	5156.0	Adjective
weirdly	abstract	1.96	18.0	Adverb
weirdness	abstract	1.93	48.0	Noun
wellness	abstract	2.00	21.0	Noun
whatever	abstract	1.46	12584.0	Determiner
whatnot	abstract	1.92	101.0	Noun
whatsoever	abstract	1.17	470.0	Determiner
whence	abstract	1.88	53.0	Adverb
whenever	abstract	1.79	1790.0	Adverb
whereby	abstract	1.41	37.0	Adverb
wherefore	abstract	1.43	44.0	Adverb
wherein	abstract	1.67	25.0	Adverb
whereof	abstract	1.32	10.0	Adverb
whereto	abstract	1.67	1.0	Adverb
whereupon	abstract	1.52	11.0	Conjunction
wherever	abstract	1.23	1500.0	Adverb
whichever	abstract	1.30	163.0	Determiner
whilst	abstract	1.85	77.0	Conjunction
whim	abstract	1.69	119.0	Noun
whimsical	abstract	1.93	40.0	Adjective
whoa	abstract	1.83	8023.0	Interjection
whoever	abstract	1.93	2203.0	Pronoun
wholeheartedly	abstract	1.55	15.0	Adverb
wholesomeness	abstract	1.67	5.0	Noun
whomever	abstract	1.85	62.0	Pronoun
whorish	abstract	1.79	5.0	Adjective
wickedly	abstract	1.50	10.0	Adverb
wickedness	abstract	1.72	39.0	Noun
wieldy	abstract	1.69	0.0	#N/A
wifely	abstract	1.54	10.0	Adjective
wildly	abstract	1.93	98.0	Adverb
willable	abstract	1.96	0.0	#N/A
willful	abstract	1.81	35.0	Adjective
willfully	abstract	1.93	26.0	Adverb
willingness	abstract	1.81	68.0	Noun
willpower	abstract	1.48	54.0	Noun
winnable	abstract	1.58	1.0	Adjective
wisdom	abstract	1.53	565.0	Noun
wise	abstract	1.97	1452.0	Adjective
wiser	abstract	1.75	132.0	Adjective
wish	abstract	1.77	11991.0	Verb
wished	abstract	1.93	420.0	Verb
wishfully	abstract	1.74	0.0	#N/A
wistfully	abstract	1.55	5.0	Adverb
wit	abstract	1.93	302.0	Noun
witless	abstract	1.81	24.0	Adjective
witlessly	abstract	1.65	0.0	#N/A
wits	abstract	1.76	146.0	Noun
wittily	abstract	1.80	1.0	Adverb
wittingly	abstract	1.68	0.0	#N/A
woe	abstract	1.96	119.0	Noun
woeful	abstract	1.67	7.0	Adjective
woefully	abstract	1.88	10.0	Adverb
wonder	abstract	1.80	5966.0	Verb
wonderful	abstract	1.82	8364.0	Adjective
wonderfully	abstract	1.50	114.0	Adverb
wonderfulness	abstract	1.59	3.0	Noun
wondrous	abstract	1.46	83.0	Adjective
wont	abstract	1.59	81.0	Noun
wooingly	abstract	1.78	1.0	Adverb
wordily	abstract	1.96	0.0	#N/A
wordplay	abstract	1.87	9.0	Noun
workless	abstract	2.00	0.0	#N/A
worldliness	abstract	1.79	3.0	Noun
worldly	abstract	1.86	77.0	Adjective
worse	abstract	1.61	5002.0	Adjective
worsen	abstract	1.70	20.0	Verb
worseness	abstract	1.88	0.0	#N/A
worsening	abstract	1.96	9.0	Adjective
worst	abstract	1.54	2874.0	Adjective
worth	abstract	1.89	5569.0	Preposition
worthiest	abstract	1.57	3.0	Adjective
worthiness	abstract	1.78	12.0	Noun
worthless	abstract	1.97	473.0	Adjective
worthlessness	abstract	1.59	2.0	Noun
worthwhile	abstract	2.00	206.0	Adjective
worthy	abstract	2.00	527.0	Adjective
wow	abstract	1.48	8160.0	Interjection
wrathful	abstract	1.86	5.0	Adjective
wretchedly	abstract	1.70	2.0	Adverb
wrong	abstract	1.83	26678.0	Adjective
wronged	abstract	2.00	56.0	Verb
wrongful	abstract	1.50	54.0	Adjective
wrongfully	abstract	1.93	25.0	Adverb
wrongly	abstract	1.83	48.0	Adverb
wrongness	abstract	1.41	4.0	Noun
wry	abstract	1.59	10.0	Adjective
wryness	abstract	1.92	0.0	#N/A
yeah	abstract	1.89	152262.0	Interjection
yearn	abstract	1.76	49.0	Verb
yearning	abstract	2.00	81.0	Verb
yesteryear	abstract	1.89	9.0	Noun
yuck	abstract	1.83	194.0	Interjection
yucky	abstract	1.86	22.0	Adjective
zany	abstract	1.58	10.0	Adjective
zealous	abstract	2.00	15.0	Adjective
zealously	abstract	1.45	3.0	Adverb
zealousness	abstract	2.00	2.0	Noun
zen	abstract	1.55	130.0	#N/A
zestful	abstract	2.00	1.0	Adjective
zillionth	abstract	1.92	3.0	Noun
zing	abstract	1.23	60.0	Verb
abandon	bulk	2.54	413.0	Verb
abandoned	bulk	2.52	678.0	Verb
abandonee	bulk	2.92	0.0	#N/A
abandoner	bulk	2.50	1.0	Noun
abandonment	bulk	2.54	49.0	Noun
abbreviated	bulk	3.10	16.0	Adjective
abbreviation	bulk	3.07	12.0	Noun
abdicate	bulk	2.08	9.0	Verb
abduct	bulk	2.88	36.0	Verb
abductee	bulk	3.27	20.0	#N/A
abduction	bulk	3.07	185.0	Noun
abductor	bulk	3.89	18.0	Noun
abiding	bulk	2.07	25.0	Adjective
ablaze	bulk	3.82	21.0	Adjective
able	bulk	2.38	8155.0	Adjective
abnormal	bulk	2.14	148.0	Adjective
abnormality	bulk	2.48	26.0	Noun
aboard	bulk	3.97	1358.0	Adverb
abode	bulk	3.92	33.0	Noun
abolish	bulk	2.19	24.0	Verb
abolisher	bulk	2.29	0.0	#N/A
abolition	bulk	2.43	10.0	Noun
abolitionist	bulk	3.28	11.0	Noun
abominably	bulk	2.14	8.0	Adverb
abomination	bulk	2.23	58.0	Noun
aboriginal	bulk	3.12	9.0	Adjective
abort	bulk	2.83	235.0	Verb
aborted	bulk	2.83	32.0	Verb
abortion	bulk	3.41	369.0	Noun
abortionist	bulk	3.19	4.0	Noun
abound	bulk	2.27	18.0	Verb
abounding	bulk	2.04	4.0	Verb
aboveboard	bulk	2.80	14.0	Noun
abracadabra	bulk	2.04	53.0	Noun
abrasive	bulk	3.03	23.0	Adjective
abrasiveness	bulk	2.72	2.0	Noun
abreast	bulk	2.23	26.0	Adjective
abridge	bulk	2.77	1.0	Noun
abroad	bulk	2.72	250.0	Adverb
abrupt	bulk	2.27	58.0	Adjective
abruptly	bulk	2.36	45.0	Adverb
abruptness	bulk	2.04	4.0	Noun
abscessed	bulk	2.69	3.0	Verb
absence	bulk	2.31	322.0	Noun
absent	bulk	2.70	131.0	Adjective
absentee	bulk	3.29	18.0	Noun
absenteeism	bulk	2.35	5.0	Noun
absorb	bulk	3.11	101.0	Verb
absorbed	bulk	2.44	78.0	Verb
absorbent	bulk	3.10	8.0	Adjective
absorber	bulk	2.96	3.0	Noun
absorbing	bulk	3.33	23.0	Verb
absorption	bulk	3.22	18.0	Noun
abstain	bulk	2.38	26.0	Verb
abstainer	bulk	2.62	0.0	#N/A
abstention	bulk	2.16	6.0	Noun
abundance	bulk	2.21	45.0	Noun
abundant	bulk	2.83	29.0	Adjective
abundantly	bulk	2.22	21.0	Adverb
abuse	bulk	2.71	523.0	Noun
abuser	bulk	3.86	16.0	Noun
abusive	bulk	2.55	83.0	Adjective
abusively	bulk	2.20	0.0	#N/A
abysmally	bulk	2.12	1.0	Adverb
abyss	bulk	3.07	90.0	Noun
academia	bulk	2.12	12.0	Noun
academic	bulk	2.11	238.0	Adjective
accelerant	bulk	3.40	28.0	Noun
accelerate	bulk	3.48	65.0	Verb
accelerated	bulk	3.18	49.0	Adjective
acceleration	bulk	2.97	44.0	Noun
accent	bulk	3.26	621.0	Noun
accept	bulk	3.03	2692.0	Verb
acceptance	bulk	2.21	161.0	Noun
acceptant	bulk	2.08	1.0	Noun
accepted	bulk	2.28	801.0	Verb
acceptor	bulk	2.79	0.0	#N/A
access	bulk	2.71	1615.0	Noun
accessibility	bulk	2.30	2.0	Noun
accessorize	bulk	2.93	18.0	Verb
accident	bulk	3.26	4146.0	Noun
accidental	bulk	2.17	153.0	Adjective
acclaim	bulk	2.04	22.0	Noun
acclaimer	bulk	2.04	0.0	#N/A
accolade	bulk	2.46	1.0	Noun
accommodation	bulk	2.96	48.0	Noun
accompaniment	bulk	2.26	15.0	Noun
accompany	bulk	3.07	242.0	Verb
accomplice	bulk	3.34	216.0	Noun
accomplish	bulk	2.33	298.0	Verb
accomplishment	bulk	2.50	96.0	Noun
accosted	bulk	2.52	34.0	Verb
account	bulk	3.08	2280.0	Noun
accountable	bulk	2.21	72.0	Adjective
accounting	bulk	3.27	230.0	Noun
accredit	bulk	2.15	0.0	#N/A
accreditation	bulk	2.68	9.0	Noun
accredited	bulk	2.27	16.0	Adjective
accumulate	bulk	3.00	29.0	Verb
accumulation	bulk	2.97	13.0	Noun
accumulative	bulk	2.56	3.0	Adjective
accurately	bulk	2.39	58.0	Adverb
accusation	bulk	2.38	143.0	Noun
accusatory	bulk	2.15	3.0	Adjective
accuse	bulk	2.25	290.0	Verb
accused	bulk	2.93	666.0	Verb
accuser	bulk	3.44	15.0	Noun
accustomed	bulk	2.07	149.0	Adjective
ace	bulk	3.92	751.0	Noun
acetaminophen	bulk	3.80	5.0	Noun
acetylene	bulk	3.58	23.0	Noun
ache	bulk	3.43	127.0	Noun
achievable	bulk	2.07	2.0	Adjective
achieve	bulk	2.29	374.0	Verb
achievement	bulk	2.37	178.0	Noun
achiever	bulk	2.04	12.0	Verb
achiness	bulk	2.54	1.0	Noun
aching	bulk	2.72	105.0	Verb
achingly	bulk	2.17	2.0	Adverb
achy	bulk	2.96	23.0	Adjective
acidic	bulk	3.54	11.0	Adjective
acidify	bulk	2.60	0.0	#N/A
acidity	bulk	3.40	10.0	Noun
acidly	bulk	2.18	0.0	#N/A
acknowledge	bulk	2.03	313.0	Verb
acknowledged	bulk	2.19	100.0	Verb
acknowledgement	bulk	2.62	21.0	Noun
acoustic	bulk	3.28	49.0	Adjective
acoustical	bulk	2.42	6.0	Adjective
acoustics	bulk	3.12	22.0	Noun
acquaintance	bulk	3.41	273.0	Noun
acquainted	bulk	2.37	231.0	Verb
acquiesce	bulk	2.21	3.0	Verb
acquire	bulk	2.93	135.0	Verb
acquired	bulk	2.54	228.0	Verb
acquirer	bulk	2.52	1.0	Noun
acquisition	bulk	2.60	74.0	Noun
acquisitive	bulk	2.08	3.0	Adjective
acquit	bulk	2.13	24.0	Noun
acquittal	bulk	2.38	37.0	Noun
acquitter	bulk	2.88	0.0	#N/A
acrid	bulk	2.68	2.0	Adjective
acrobatic	bulk	3.14	12.0	Adjective
acronym	bulk	2.64	15.0	Noun
acrophobia	bulk	2.32	10.0	Noun
act	bulk	2.46	5565.0	Verb
acting	bulk	2.54	2675.0	Verb
action	bulk	2.86	3115.0	Noun
actionable	bulk	2.04	13.0	Adjective
activate	bulk	2.97	238.0	Verb
activation	bulk	2.41	43.0	Noun
activator	bulk	3.14	4.0	Noun
active	bulk	3.32	584.0	Adjective
actively	bulk	2.41	42.0	Adverb
activist	bulk	3.34	50.0	Noun
activity	bulk	2.72	657.0	Noun
acts	bulk	3.29	636.0	Noun
actual	bulk	2.22	884.0	Adjective
actuarial	bulk	2.33	9.0	Adjective
acupressure	bulk	3.53	6.0	Noun
acupuncture	bulk	3.83	37.0	Noun
acuteness	bulk	2.41	1.0	Noun
adapt	bulk	2.41	134.0	Verb
adaptation	bulk	2.04	81.0	Noun
adapter	bulk	3.82	11.0	Noun
adaption	bulk	2.40	1.0	Noun
add	bulk	3.00	1686.0	Verb
added	bulk	2.74	492.0	Verb
addendum	bulk	3.44	15.0	Noun
addict	bulk	3.14	273.0	Noun
addicted	bulk	2.13	231.0	Verb
addiction	bulk	2.85	199.0	Noun
addictive	bulk	2.22	57.0	Adjective
addition	bulk	2.89	395.0	Preposition
additional	bulk	2.43	300.0	Adjective
additionally	bulk	2.20	16.0	Adverb
additive	bulk	3.56	11.0	Adjective
address	bulk	3.89	2666.0	Noun
addressee	bulk	3.16	6.0	Noun
addresser	bulk	3.19	2.0	Name
addressor	bulk	3.11	0.0	#N/A
adept	bulk	2.23	33.0	Adjective
adhere	bulk	2.62	29.0	Verb
adherent	bulk	2.45	3.0	Noun
adhesion	bulk	3.32	6.0	Noun
adjacent	bulk	3.63	68.0	Adjective
adjective	bulk	2.43	25.0	Noun
adjoin	bulk	2.73	0.0	#N/A
adjoined	bulk	3.31	1.0	Adjective
adjoining	bulk	2.93	57.0	Adjective
adjourn	bulk	2.54	66.0	Verb
adjournment	bulk	2.82	11.0	Noun
adjudicate	bulk	2.12	5.0	Verb
adjudication	bulk	2.35	9.0	Noun
adjunct	bulk	2.19	7.0	Noun
adjust	bulk	2.93	287.0	Verb
adjustable	bulk	3.27	16.0	Adjective
adjuster	bulk	3.23	20.0	Noun
adjustment	bulk	2.81	158.0	Noun
adjustor	bulk	3.43	4.0	Noun
admin	bulk	2.96	22.0	Noun
administer	bulk	2.53	85.0	Verb
administrate	bulk	2.89	2.0	Verb
administration	bulk	2.78	387.0	Noun
administrative	bulk	2.14	82.0	Adjective
administrator	bulk	3.89	84.0	Noun
admire	bulk	2.04	722.0	Verb
admirer	bulk	2.93	151.0	Noun
admission	bulk	2.83	181.0	Noun
admissive	bulk	2.25	0.0	#N/A
admit	bulk	2.32	3019.0	Verb
admittance	bulk	2.26	34.0	Noun
admitter	bulk	2.93	0.0	#N/A
adolescence	bulk	2.81	44.0	Noun
adolescent	bulk	3.48	94.0	Adjective
adopt	bulk	2.36	238.0	Verb
adoptable	bulk	2.79	1.0	Adjective
adopted	bulk	2.39	430.0	Verb
adoptee	bulk	3.59	0.0	#N/A
adopter	bulk	3.33	1.0	Noun
adoption	bulk	3.03	239.0	Noun
adoration	bulk	2.19	30.0	Noun
adore	bulk	2.34	394.0	Verb
adorer	bulk	2.76	0.0	#N/A
adoring	bulk	2.34	35.0	Adjective
adoringly	bulk	2.28	3.0	Adverb
adorn	bulk	2.38	8.0	Verb
adorner	bulk	2.96	0.0	#N/A
adornment	bulk	2.83	4.0	Noun
adrenal	bulk	3.28	16.0	Adjective
adrenalin	bulk	3.17	28.0	Noun
adrenaline	bulk	3.04	168.0	Noun
adrift	bulk	2.71	51.0	Adjective
adulterer	bulk	2.96	20.0	Noun
adulteress	bulk	3.72	13.0	Noun
adulterous	bulk	2.37	17.0	Adjective
adultery	bulk	2.79	99.0	Noun
adulthood	bulk	2.50	37.0	Noun
adultlike	bulk	2.27	0.0	#N/A
adultness	bulk	2.19	0.0	#N/A
advance	bulk	2.57	815.0	Noun
advancement	bulk	2.10	63.0	Noun
advancer	bulk	2.48	0.0	#N/A
advancing	bulk	2.61	76.0	Adjective
advantageous	bulk	2.07	20.0	Adjective
advent	bulk	2.48	24.0	Noun
adventure	bulk	2.59	685.0	Noun
adventurer	bulk	3.73	37.0	Noun
adventuress	bulk	2.54	11.0	Noun
adverb	bulk	2.25	10.0	Noun
adversary	bulk	2.93	77.0	Noun
adverse	bulk	2.23	36.0	Adjective
advert	bulk	3.08	13.0	Noun
advertise	bulk	2.81	84.0	Verb
advertisement	bulk	3.77	61.0	Noun
advertiser	bulk	3.93	8.0	Noun
advertising	bulk	3.88	379.0	Noun
advertize	bulk	3.61	0.0	#N/A
advice	bulk	2.73	2447.0	Noun
advise	bulk	2.03	622.0	Verb
advised	bulk	2.45	267.0	Verb
advisee	bulk	3.77	13.0	Noun
advisement	bulk	2.52	39.0	Noun
adviser	bulk	3.67	53.0	Noun
advisory	bulk	2.50	51.0	Adjective
advocate	bulk	2.72	113.0	Noun
advocator	bulk	2.92	0.0	#N/A
aeration	bulk	2.77	1.0	Noun
aerator	bulk	3.92	0.0	#N/A
aerial	bulk	3.04	129.0	Noun
aerialist	bulk	3.84	1.0	Noun
aerially	bulk	3.00	0.0	#N/A
aerobic	bulk	3.14	9.0	Adjective
aerobically	bulk	2.38	2.0	Adverb
aerobics	bulk	3.72	79.0	Noun
aerodynamic	bulk	2.88	22.0	Adjective
aerodynamics	bulk	2.96	16.0	Noun
aeronautical	bulk	2.96	12.0	Adjective
aeronautics	bulk	3.08	9.0	Noun
aerospace	bulk	3.19	55.0	Noun
aesthetic	bulk	2.33	34.0	Adjective
aesthetics	bulk	2.22	15.0	Noun
afar	bulk	2.52	59.0	Adverb
affair	bulk	2.45	1502.0	Noun
affection	bulk	2.22	431.0	Noun
affectionate	bulk	2.28	115.0	Adjective
affiliate	bulk	2.50	15.0	Noun
affirmation	bulk	2.12	27.0	Noun
affirmatively	bulk	2.17	3.0	Adverb
affirmer	bulk	2.76	0.0	#N/A
affix	bulk	2.44	6.0	Verb
afflict	bulk	2.14	4.0	Verb
afflicted	bulk	2.43	65.0	Adjective
afflicting	bulk	2.41	6.0	Verb
affliction	bulk	2.27	60.0	Noun
affluence	bulk	2.15	7.0	Noun
affordable	bulk	2.10	33.0	Adjective
affronted	bulk	2.04	2.0	Verb
aficionado	bulk	2.55	11.0	Noun
aflame	bulk	3.77	17.0	Adjective
afloat	bulk	3.34	85.0	Adjective
aflutter	bulk	2.54	4.0	Verb
afoot	bulk	2.48	52.0	Adverb
afraid	bulk	2.70	12631.0	Adjective
afterburner	bulk	3.65	2.0	Noun
aftercare	bulk	3.15	5.0	Noun
aftereffect	bulk	2.50	3.0	Noun
afterglow	bulk	3.10	16.0	Noun
aftermarket	bulk	3.58	2.0	Noun
afternoon	bulk	3.70	4666.0	Noun
afternoons	bulk	2.86	101.0	Noun
aftersale	bulk	2.71	0.0	#N/A
afterschool	bulk	3.19	5.0	Noun
aftershock	bulk	3.68	12.0	Noun
aftertaste	bulk	2.59	11.0	Noun
afterthought	bulk	2.04	13.0	Noun
aftertime	bulk	2.19	0.0	#N/A
afterward	bulk	2.25	112.0	Adverb
afterwards	bulk	2.14	714.0	Adverb
afterword	bulk	3.04	0.0	#N/A
age	bulk	2.86	4039.0	Noun
aged	bulk	3.14	183.0	Verb
agedness	bulk	3.29	0.0	#N/A
ageless	bulk	2.03	15.0	Adjective
agency	bulk	3.87	991.0	Noun
agenda	bulk	2.66	373.0	Noun
agent	bulk	3.61	5235.0	Noun
aggravate	bulk	2.26	37.0	Verb
aggravated	bulk	2.61	64.0	Adjective
aggregate	bulk	2.14	10.0	Noun
aggregation	bulk	2.16	2.0	Noun
aggression	bulk	2.68	143.0	Noun
aggressive	bulk	2.54	405.0	Adjective
aggressively	bulk	2.25	35.0	Adverb
aggressiveness	bulk	2.59	20.0	Noun
aggressor	bulk	3.29	29.0	Noun
aggrieved	bulk	2.12	10.0	Adjective
agile	bulk	2.31	20.0	Adjective
agility	bulk	2.38	23.0	Noun
aging	bulk	2.88	131.0	Adjective
agitate	bulk	2.93	22.0	Verb
agitated	bulk	2.57	128.0	Adjective
agitation	bulk	2.33	25.0	Noun
agitator	bulk	3.28	11.0	Noun
aglow	bulk	2.29	24.0	Adjective
agony	bulk	2.38	191.0	Noun
agoraphobic	bulk	2.50	9.0	Adjective
agree	bulk	2.31	3298.0	Verb
agreeable	bulk	2.07	81.0	Adjective
agreeably	bulk	2.03	3.0	Adverb
agreeing	bulk	2.48	106.0	Verb
agreement	bulk	2.22	892.0	Noun
agricultural	bulk	3.29	48.0	Adjective
agriculture	bulk	3.67	56.0	Noun
aground	bulk	3.22	25.0	Adverb
ahead	bulk	3.00	10115.0	Adverb
ahem	bulk	2.58	391.0	Interjection
aid	bulk	3.10	709.0	Noun
aide	bulk	3.59	103.0	Noun
aides	bulk	3.75	32.0	Noun
aidless	bulk	2.04	0.0	#N/A
aids	bulk	3.44	54.0	Noun
ailing	bulk	2.81	26.0	Adjective
ailment	bulk	2.93	26.0	Noun
aim	bulk	3.27	758.0	Verb
aiming	bulk	3.00	193.0	Verb
airborne	bulk	3.45	215.0	Adjective
airfare	bulk	3.93	12.0	Noun
airflow	bulk	3.59	7.0	Noun
airforce	bulk	3.81	0.0	Noun
airhead	bulk	2.48	27.0	Noun
airiness	bulk	2.24	1.0	Noun
airing	bulk	2.61	32.0	Verb
airless	bulk	3.00	5.0	Adjective
airlift	bulk	3.62	14.0	Noun
airmail	bulk	3.66	17.0	Noun
airpark	bulk	3.88	0.0	#N/A
airplay	bulk	3.19	11.0	Noun
airpower	bulk	3.23	0.0	#N/A
airproof	bulk	2.57	0.0	#N/A
airsick	bulk	3.50	16.0	Adjective
airsickness	bulk	3.27	2.0	Noun
airspace	bulk	3.58	82.0	Noun
airspeed	bulk	3.04	24.0	Noun
airstream	bulk	3.93	8.0	Noun
airstrike	bulk	3.59	7.0	Noun
airtight	bulk	3.42	57.0	Adjective
airtime	bulk	2.50	13.0	Noun
airwave	bulk	3.11	1.0	Noun
airy	bulk	2.04	16.0	Adjective
ajar	bulk	3.27	23.0	Adjective
alabaster	bulk	3.81	34.0	Noun
alarmed	bulk	3.14	151.0	Verb
alarming	bulk	2.07	58.0	Adjective
alarmingly	bulk	2.14	8.0	Adverb
alarmist	bulk	2.62	17.0	Noun
albacore	bulk	3.71	8.0	Noun
alchemic	bulk	2.73	0.0	#N/A
alchemy	bulk	2.10	11.0	Noun
alcoholic	bulk	3.37	316.0	Noun
alcoholism	bulk	2.93	43.0	Noun
alert	bulk	2.59	1051.0	Adjective
alertly	bulk	2.07	2.0	Adverb
alertness	bulk	2.15	4.0	Noun
algebra	bulk	3.14	90.0	Noun
algebraic	bulk	2.62	3.0	Adjective
algorithm	bulk	3.07	27.0	Noun
alias	bulk	2.86	208.0	Noun
alibi	bulk	2.57	426.0	Noun
alien	bulk	3.52	889.0	Adjective
alienator	bulk	2.08	0.0	#N/A
aliens	bulk	3.86	491.0	Noun
alight	bulk	2.96	21.0	Verb
align	bulk	2.79	34.0	Verb
alignment	bulk	3.26	67.0	Noun
alike	bulk	2.38	579.0	Adverb
alikeness	bulk	2.23	0.0	#N/A
alimony	bulk	3.08	132.0	Noun
alive	bulk	3.14	7878.0	Adjective
aliveness	bulk	2.36	0.0	#N/A
alkaline	bulk	3.48	16.0	Adjective
alkalize	bulk	2.85	1.0	Verb
alkaloid	bulk	3.38	8.0	Noun
allegory	bulk	2.07	12.0	Noun
allergen	bulk	3.93	3.0	Noun
allergic	bulk	2.55	413.0	Adjective
allergy	bulk	3.68	86.0	Noun
alleviate	bulk	2.48	23.0	Verb
alliance	bulk	2.50	465.0	Noun
allied	bulk	2.38	147.0	Adjective
allies	bulk	3.48	260.0	Noun
alliteration	bulk	2.25	9.0	Noun
allocate	bulk	2.38	8.0	Verb
allocation	bulk	2.32	10.0	Noun
allocator	bulk	2.78	0.0	#N/A
allotment	bulk	2.88	19.0	Noun
allow	bulk	2.41	2263.0	Verb
allowable	bulk	2.17	5.0	Adjective
allowance	bulk	3.07	265.0	Noun
allurer	bulk	2.23	0.0	#N/A
alluring	bulk	2.07	21.0	Adjective
ally	bulk	2.61	1666.0	Noun
aloft	bulk	2.64	37.0	Adverb
aloha	bulk	2.59	149.0	Noun
alone	bulk	2.86	15735.0	Adjective
aloofness	bulk	2.17	0.0	#N/A
aloud	bulk	3.10	94.0	Adverb
alphabetical	bulk	3.07	44.0	Adjective
alphabetically	bulk	3.74	30.0	Adverb
alphabetize	bulk	3.13	5.0	Verb
alphanumeric	bulk	2.96	5.0	Adjective
alpine	bulk	3.70	65.0	Adjective
alter	bulk	3.07	244.0	Verb
alterable	bulk	2.27	0.0	#N/A
alteration	bulk	3.21	36.0	Noun
altercation	bulk	3.21	37.0	Noun
alternate	bulk	2.43	180.0	Adjective
alternately	bulk	2.03	4.0	Adverb
alternating	bulk	2.48	21.0	Adjective
alternation	bulk	3.00	2.0	Noun
alternative	bulk	2.46	476.0	Noun
altitude	bulk	2.96	198.0	Noun
alto	bulk	3.37	69.0	Name
altogether	bulk	2.36	327.0	Adverb
alum	bulk	3.96	7.0	Noun
aluminize	bulk	2.52	0.0	#N/A
alumni	bulk	3.19	89.0	Noun
alzheimer	bulk	2.53	85.0	#N/A
amass	bulk	2.28	3.0	Verb
amateur	bulk	2.31	334.0	Adjective
ambassadorship	bulk	2.68	3.0	Noun
ambiance	bulk	2.31	8.0	Noun
ambidextrous	bulk	3.63	12.0	Adjective
ambient	bulk	2.04	26.0	Adjective
amble	bulk	3.17	5.0	Verb
ambling	bulk	2.44	1.0	Verb
ambulatory	bulk	2.92	12.0	Adjective
ambush	bulk	3.16	277.0	Noun
ambusher	bulk	2.96	0.0	#N/A
amend	bulk	2.32	38.0	Verb
amendment	bulk	2.44	209.0	Noun
amenity	bulk	2.86	0.0	#N/A
